Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*52*1*1;RUE FABERT;CHAdeMO;Disponible;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*1;RUE FABERT;T2;Disponible;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*1;RUE FABERT;E/F;Disponible;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*1;RUE FABERT;Combo;Disponible;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*60*1*2;AVENUE GAMBETTA;E/F;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;T3;Neutralisé;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;E/F;Neutralisé;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;CHAdeMO;Neutralisé;Oui;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;T2;Neutralisé;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;Combo;Neutralisé;Oui;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;E/F;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;T2;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;T3;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;Combo;Disponible;Oui;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;CHAdeMO;Disponible;Oui;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;Combo;Disponible;Oui;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;E/F;Disponible;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;T2;Disponible;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;T3;Disponible;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;T3;Disponible;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;E/F;Disponible;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*2;QUAI DU MARCHE NEUF;E/F;Disponible;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;Combo;Disponible;Oui;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;T2;En diagnostic;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;T2;Disponible;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;Combo;En diagnostic;Oui;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;T3;En diagnostic;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*3;RUE DE COURCELLES;T3;En programmation;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*3;RUE DE COURCELLES;T2;En programmation;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;E/F;En diagnostic;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*3;RUE DE COURCELLES;Combo;En programmation;Oui;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;CHAdeMO;En diagnostic;Oui;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*2;RUE DE COURCELLES;E/F;En programmation;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;E/F;Disponible;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;T3;Disponible;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*58*1*3;RUE DE COURCELLES;E/F;En programmation;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;Combo;Disponible;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*58*1*3;RUE DE COURCELLES;CHAdeMO;En programmation;Oui;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;T3;Disponible;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;T2;Disponible;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;Combo;Disponible;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*56*1*2;RUE ANTONIN MERCIE;E/F;Occupé;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*50*1*2;AVENUE DU MAINE;E/F;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;E/F;Disponible;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;T2;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;T2;Disponible;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;Combo;Disponible;Oui;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;CHAdeMO;Disponible;Oui;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;T3;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;T2;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;T3;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;E/F;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*32*1*3;RUE MONGE;CHAdeMO;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*32*1*1;RUE MONGE;T2;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;E/F;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*32*1*1;RUE MONGE;Combo;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;Combo;Disponible;Oui;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*32*1*1;RUE MONGE;CHAdeMO;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;CHAdeMO;Disponible;Oui;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;T2;Disponible;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*32*1*3;RUE MONGE;T3;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;T3;Disponible;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*32*1*3;RUE MONGE;T2;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;T2;Neutralisé;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*32*1*3;RUE MONGE;Combo;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*20*1*3;81 RUE DE ROME;T2;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*20*1*3;81 RUE DE ROME;CHAdeMO;Disponible;Oui;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*32*1*3;RUE MONGE;E/F;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*20*1*3;81 RUE DE ROME;Combo;Disponible;Oui;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*32*1*1;RUE MONGE;T3;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*20*1*1;81 RUE DE ROME;T2;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*20*1*1;81 RUE DE ROME;CHAdeMO;Disponible;Oui;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*32*1*1;RUE MONGE;E/F;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*32*1*2;RUE MONGE;E/F;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*20*1*1;81 RUE DE ROME;E/F;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*13*1*2;BOULEVARD DE CLICHY;E/F;Disponible;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;T2;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;Combo;Disponible;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;CHAdeMO;Disponible;Oui;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;CHAdeMO;Disponible;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;T2;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;T3;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;E/F;Disponible;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;Combo;Disponible;Oui;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;Combo;Neutralisé;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;CHAdeMO;Disponible;Oui;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;CHAdeMO;Neutralisé;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;T3;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;Combo;Disponible;Oui;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;E/F;Neutralisé;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;T2;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;T3;Neutralisé;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;E/F;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*20*1*3;81 RUE DE ROME;E/F;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;T2;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*20*1*3;81 RUE DE ROME;T3;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;T3;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*20*1*1;81 RUE DE ROME;Combo;Disponible;Oui;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;CHAdeMO;Disponible;Oui;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*20*1*1;81 RUE DE ROME;T3;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*83*1*1;BOULEVARD SERURIER;CHAdeMO;Neutralisé;Oui;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*20*1*2;81 RUE DE ROME;E/F;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*83*1*1;BOULEVARD SERURIER;E/F;Neutralisé;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;E/F;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*83*1*2;BOULEVARD SERURIER;E/F;Occupé;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;Combo;Disponible;Oui;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;CHAdeMO;Disponible;Oui;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;E/F;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;T3;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;Combo;Disponible;Oui;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*84*1*2;RUE LOUIS LUMIERE;E/F;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;T3;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;T3;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;E/F;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;Combo;Disponible;Oui;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;Combo;Disponible;Oui;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;T2;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;T2;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*21*1*1;RUE DE TOLBIAC;T3;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*21*1*1;RUE DE TOLBIAC;T2;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;E/F;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*68*1*2;RUE DU FAUBOURG SAINT MARTIN;E/F;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*35*1*3;AVENUE DE SAXE;E/F;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*35*1*3;AVENUE DE SAXE;T3;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;E/F;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*35*1*3;AVENUE DE SAXE;Combo;Disponible;Oui;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;T3;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*35*1*3;AVENUE DE SAXE;T2;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;CHAdeMO;Disponible;Oui;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*35*1*3;AVENUE DE SAXE;CHAdeMO;Disponible;Oui;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;T2;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;T3;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;E/F;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;Combo;Disponible;Oui;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;T3;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;CHAdeMO;Disponible;Oui;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*35*1*2;AVENUE DE SAXE;E/F;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*30*1*2;PLACE DU PANTHEON;E/F;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;T2;Disponible;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;E/F;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;E/F;Disponible;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;Combo;Disponible;Oui;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*64*1*2;52 RUE ETIENNE MARCEL;E/F;Disponible;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*83*1*1;BOULEVARD SERURIER;Combo;Neutralisé;Oui;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;CHAdeMO;Neutralisé;Oui;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*83*1*1;BOULEVARD SERURIER;T2;Neutralisé;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;T3;Neutralisé;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*83*1*1;BOULEVARD SERURIER;T3;Neutralisé;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;T3;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;CHAdeMO;Disponible;Oui;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*91*1*2;RUE DES PYRENEES;E/F;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;T2;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;E/F;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;E/F;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
